classe,article
societe,"En 2019, la mortalité attribuée au tabac au Maroc était de 12.800 décès prématurés. Des statistiques officielles indiquent également que le tabagisme coûte au Royaume plus de 5 milliards de dirhams (MMDH) annuels, soit 0.45% du PIB. 

Ces chiffres ont été communiqués par le ministère de la Santé et de la Protection sociale (MSPS), qui lancé, à l’occasion de la Journée Mondiale Sans Tabac (31 mai), la campagne nationale de sensibilisation sur les méfaits du tabagisme, sous le slogan « Arrêtons le tabac pour notre santé et pour la santé de notre environnement », et ce dans la continuité de la célébration de la journée mondiale de la santé 2022 « notre planète, notre santé ».

Cette campagne, qui s’étale du 31 mai au 21 juin 2022, une campagne nationale, ambitionne d’une part de sensibiliser la population sur les dangers du tabagisme et de renforcer le plaidoyer autour de cette problématique, et d’autre part de sensibiliser sur son impact sur notre environnement.

Le MSPS rappelle à cette occasion que le tabac est la principale cause de décès et de maladies évitables. La prévalence du tabagisme au Maroc est de 13.4% chez les adultes âgés de plus de 18 ans, dont 26.9% des hommes et 0,4% des femmes [STEPS 2018], la prévalence du tabagisme chez les élèves âgés de 13 à 15 est de 6% [GYTS 2016] et environ 35.6% de la population est exposée au tabagisme passif dans les lieux publics et professionnels.

Selon les résultats de l’évaluation de l’impact épidémiologique et économique du tabagisme au Maroc réalisée en 2021, le tabac au Maroc était responsable en 2019 de 74.000 cas prévalents de cardiopathie ischémique, 4.227 nouveaux cas annuels du cancer du poumon, fait-il encore noter.

En outre, le coût économique annuel du tabac au Maroc s’élève à plus de 5 milliards de Dirhams en 2019, représentant 8.5% des dépenses totales de santé (DTS) et 0.45% du PIB. Il se répartit entre le coût direct médical (60.9%), celui de la mortalité (33.0%) et de la perte de productivité liée à la morbidité (6.1%).

Le MSPS rappelle également l’importance de l’implication de tous, individus, départements et société civile, dans le renforcement de la lutte contre le tabac, aussi bien en matière de prévention de l’initiation au tabagisme chez les jeunes, le soutien et l’accompagnement de l’abandon des habitudes tabagiques à travers l’adhésion aux services d’aide au sevrage tabagique disponibles dans les structures du ministère et le plaidoyer pour la mise en œuvre d’une législation stricte nécessaire pour la protection des non-fumeurs contre l’exposition à la fumée de tabac et l’interdiction de la consommation du tabac dans les espaces publics.

"
societe,"Depuis le début de la pandémie, les statistiques communiquées par le département chargé de la santé au Maroc font état de plus de 11 millions de personnes testées dont plus de 1 million de cas confirmés à fin janvier 2022, soit un taux de positivité de 10 %, indique le Conseil de la Concurrence dans une étude relative à l’analyse et au suivi de l’évolution de la situation du marché des tests Covid. 

Alors que la réalisation des tests PCR était confiée au début de la pandémie uniquement aux laboratoires publics, à l’Institut National d’Hygiène (INH) et à l’Institut Pasteur (IP), l’aggravation de la situation épidémique au Royaume a poussé le ministère de la Santé a ouvrir progressivement le marché des tests de diagnostic du Covid-19 aux structures privées notamment les laboratoires privés d’analyses et de biologie médicale.

Malgré cette ouverture sur le secteur privé, la courbe marocaine des tests Covid n’a pas marqué une tendance haussière au cours de la pandémie en raison du niveau élevé des prix pratiqués (700 à 800 DH le test PCR) qui aurait limité l’accès à ces tests, notamment pour les ménages à revenus limités, précise l’étude du Conseil de la Concurrence.

C’est dans ce contexte que le Conseil de la concurrence a reçu le 31 août 2021, une demande d’avis émanant du ministre de l’Economie, des Finances et de la Réforme de l’Administration (MEFRA) concernant la fixation des prix des tests de dépistage du Covid-19, précise l’étude.

Dans son avis n° A/2/2021 du 6 septembre 2021, le Conseil s’est déclaré favorable au vu des conditions du marché à une réglementation des prix desdits tests pour une période transitoire ne dépassant pas six mois, conformément aux dispositions de l’article 4 de la loi n° 104-12 relative à la liberté des prix et de la concurrence.

L’étude du Conseil de la Concurrence explique que cette décision a été justifiée par l’absence des conditions d’une concurrence effective entre les acteurs du marché des tests de dépistage du Covid-19, en raison de la présence de barrières réglementaires ne favorisant pas un accès fluide, efficace et équitable aux différents laboratoires privés d’analyses biomédicales soumis à des procédures différentes d’autorisation.

Ces restrictions, poursuit la même source, ont été traduites par le nombre réduit des laboratoires éligibles à effectuer ces tests qui a atteint uniquement 203 laboratoires privés au 1er septembre 2021 (soit 35 % de l’ensemble des laboratoires privés existants au Maroc) ce qui a conduit à la création d’une pénurie artificielle au niveau de l’offre, alors que la demande des tests n’a cessé d’augmenter. Dès lors, la structure de ce marché au niveau local est restée oligopolistique.

Dans son avis, le Conseil a ainsi estimé que la fixation du niveau des prix des tests de dépistage du Covid-19 doit garantir un niveau raisonnable de marge incitatif pour encourager l’entrée de nouveaux acteurs sur le marché et qu’elle doit non seulement plafonner la marge bénéficiaire des laboratoires privés d’analyses biomédicales, mais couvrir également par son champ les marges de tous les intervenants au niveau de la chaine, notamment les producteurs et les importateurs des réactifs et consommables nécessaires à la réalisation des tests Covid-19.

L’étude indique que la fourniture des tests Covid-19 est assurée par l’industrie des réactifs de diagnostic in vitro destinés pour le diagnostic de cette infection. Ce marché des tests de diagnostic in vitro est en pleine évolution technologique puisqu’il permet, en sus de gérer l’émergence de nouvelles infections respiratoires, de permettre le diagnostic de plusieurs autres maladies (cancers, maladies chroniques…), précise l’étude.

Au Maroc, le marché de diagnostic in vitro représente 20 % des dispositifs médicaux enregistrés et compte 100 sociétés importatrices et distributrices, ainsi qu’un nombre limité de fabricants ayant intégré récemment le marché dans le cadre de la présente crise sanitaire, fait savoir l’étude.

Avec une dépendance totale du marché marocain des marchés étrangers, les prix à l’importation des réactifs et produits de diagnostic ont enregistré des augmentations sans précédent, souligne l’étude. Ces facteurs sont déterminés par plusieurs facteurs notamment l’offre et la demande au niveau des marchés mondiaux, la composition des prix puis l’origine du produit.

Pour la composition du prix, l’étude fait savoir qu’en plus des prix d’importation des réactifs et des équipements pour la réalisation des tests, se sont greffées, d’autres composantes qui les ont alourdis, à savoir les frais de transport qui ont été multipliés par 10 pendant les premiers stades de la pandémie.

De plus, le mode de transport, dominé avant la pandémie par le transport maritime ou routier compte tenu de leurs coûts bas, s’est orienté vers l’aérien, les droits de douane et la TVA qui sont appliqués sur les coûts du fret. Pour le cas des produits du Covid, les droits de douane sont à un taux d’imposition de 2,5 % et la TVA est de l’ordre de 20 %, explique l’étude, tandis que les frais de gestion liés aux charges de la société importatrice et la marge bénéficiaire adoptée varie entre 20 % et 30 % en fonction de la taille de l’entreprise.

Venant ainsi à l’aménagement des locaux (trois salles du laboratoire réservées au diagnostic, la mise en place d’une salle de prélèvement dédiée, installée généralement à l’extérieur du laboratoire) qui est une étape primordiale conditionnant la délivrance de l’autorisation du lancement de l’activité du diagnostic.

Ainsi, ce coût d’aménagement est estimé par les opérateurs du secteur privé à 221.900 DH pour la RT-PCR conventionnelle. Quant au coût d’aménagement nécessaire pour les autres tests Covid-19, il est à 43.500 DH pour la RT-PCR rapide et les tests antigéniques, et 28.700 DH pour les tests sérologiques, répartis comme suit, indique la même source.

 

Test PCR : Des marges confortables allant jusqu’à 115 DH

Concernant le prix de revient estimé de la technique RT-PCR conventionnelle, l’étude du Conseil de la Concurrence constate dans son étude que le prix du test PCR conventionnel dépend fortement des coûts de réactifs et consommables à raison de 38 % pour un prix minimum de coût de revient, à 61 % pour un prix maximum, notant que la part du prix du réactif à lui seul varie entre 13 % pour le cas d’un réactif produit localement, à 37 % pour le cas d’un réactif importé.

Ces données font ressortir, selon l’étude, que malgré le plafonnement des prix des tests Covid-19 en septembre 2021, les laboratoires privés continuent de réaliser des marges bénéficiaires relativement confortables, allant de 12 DH à 115 Dh, tout en considérant les frais liés à la composante du personnel et à l’amortissement des équipements et d’aménagement qui devraient baisser en fonction de l’augmentation du nombre de tests par jour et la réalisation parallèle des autres types de tests de diagnostic par le même laboratoire.

Par rapport au test PCR rapide, l’étude indique que le calcul du coût de revient de cette prestation a permis d’abord de constater que 80 % du coût de revient estimé concerne le prix du réactif importé, raison pour laquelle le CC préconise une production locale de ce type de produits pour atténuer les frais de cette prestation et assurer un accès convenable aux citoyens. Quant aux marges bénéficiaires, il semble que les valeurs ressorties restent raisonnables selon le CC, qui peuvent aller de 37 dirhams à 41 dirhams.

« Le recours à des produits asiatiques moins chers semble garantir une marge commerciale allant de 38 DH à 64 DH par rapport à la prestation de diagnostic du Covid par les tests antigéniques au niveau des laboratoires du secteur privé. Rappelons que les prix de ces réactifs ont connu une chute variant de 13 % à 24 % entre la période précédant et suivant la décision de fixation des prix des tests », recommande le Conseil.

Même constat pour le cas des tests sérologiques rapides, avec une marge bénéficiaire qui peut aller jusqu’à 23 dirhams, confirme le CC. Pour le cas des tests sérologiques automatisés, la baisse de 24 % des prix de réactifs a permis de garantir une marge commerciale allant de 25 DH à 60 DH, puisque la part des réactifs et consommables représentent 36 % du prix de revient de la prestation liée à ce type de test, indique l’étude.

Conclusions, le Conseil de la Concurrence estime qu’avec les conditions actuelles et après la fixation des tests par le gouvernement, les laboratoires privés continuent de réaliser des marges bénéficiaires assez confortables qui varient en fonction de la taille du laboratoire, le nombre de tests réalisés et le choix d’investissement adopté pour chaque laboratoire, précise le Conseil.

"
societe,"Le 1er Dou Al Qiida de l’année de l’hégire 1443 correspondra au mercredi 1er juin 2022, annonce lundi le ministère des Habous et des Affaires islamiques.

Dans un communiqué, le ministère précise avoir contacté les nadirs du Royaume et les unités des Forces Armées Royales qui ont tous confirmé la non observation du croissant lunaire annonçant le début du mois de Dou Al Qiida 1443, dans la soirée du lundi 29 Chaoual 1443, correspondant au 30 mai 2022.

De ce fait, le mois de Chaoual 1443 H aura compté 30 jours et le 1er Dou Al Qiida sera le mercredi 1er juin 2022, précise le communiqué.

Puisse Dieu combler en ce mois béni de bienfaits S.M. le Roi Mohammed VI, Amir Al Mouminine, et renouveler pareille occasion pour le Souverain dans la grandeur et la gloire, pour SAR le Prince héritier Moulay El Hassan et l’ensemble des membres de la Famille Royale dans les bienfaits et le bien-être, et pour le peuple marocain et l’ensemble de la Oumma islamique dans le progrès et la prospérité, conclut le communiqué.

"
societe,"Conformément aux dispositions de la loi n°28-07 relative à la sécurité sanitaire des produits alimentaires, les unités de production, de traitement, de transformation, d’emballage, de conditionnement, d’entreposage et de l’étiquetage de tout produit alimentaire en vue de sa mise sur le marché, doivent obligatoirement disposer d’une autorisation sanitaire de l’Office National de sécurité sanitaire des produits alimentaires (ONSSA) avant de poursuivre leurs activités.

Ce lundi 30 mai, l’ONSSA a informé via un communiqué, les opérateurs et unités qui ne sont pas pas autorisées sur le plan sanitaire, à régulariser leur situation avant de poursuivre leurs activités. L’Office les a également invité à prendre attache avec les services provinciaux de l’Office afin de déposer leur demande d’autorisation sanitaire.

« Conformément aux dispositions de la loi n°28-07 relative à la sécurité sanitaire des produits alimentaires, l’Office rappelle que les unités de production, de traitement, de transformation, d’emballage, de conditionnement d’entreposage et de l’étiquetage de tout produit alimentaire en vue de sa mise sur le marché sont dans l’obligation d’obtenir au préalable l’autorisation sanitaire délivrée par l’ONSSA« , fait savoir l’Office.

Ainsi, toute unité de production, de traitement, de transformation, d’emballage, de conditionnement, d’entreposage et de l’étiquetage de tout produit alimentaire en vue de sa mise sur le marché qui ne disposent pas de l’autorisation sanitaire de l’ONSSA sont considérés non conformes à la réglementation en vigueur, souligne le communiqué.

S’agissant des consommateurs, l’Office recommande de s’assurer que les produits issus de l’industrie agroalimentaire portent sur leur étiquetage le numéro de l’autorisation sanitaire de l’ONSSA pour les produits fabriqués au Maroc, ou le nom et l’adresse de l’établissement importateur pour les produits importés.

Au niveau national et à ce jour, seulement 9.677 entreprises et établissements œuvrant dans le secteur de l’industrie agroalimentaire sont autorisés et régulièrement contrôlés par l’Office sur le plan sanitaire.

"
societe,"Les frontières terrestres de Melilla et Sebta entreront à partir de mardi 31 mai, dans la deuxième phase de leur ouverture, qui sera désormais élargie aux travailleurs frontaliers.

Dès mardi, plus de 2.000 personnes pourront espérer reprendre leur travail dans les deux enclaves espagnoles. Cette ouverture concerne uniquement les Marocains disposant d’un contrat de travail en cours de validité.

Les autres, dont les contrats ont expiré depuis l’avènement de la pandémie du coronavirus, devront réactualiser leurs papiers pour pouvoir reprendre leurs emplois.

Selon les données de la délégation gouvernementale espagnole citées par l’agence espagnole Efe, lors de la fermeture des frontières terrestres, il y avait un total de 2.405 travailleurs frontaliers enregistrés auprès de la sécurité sociale au niveau de Sebta. Parmi eux, 2.109 étaient des travailleurs domestiques.

Pour Melilla, il était question de 1.847 frontaliers légalement établis avant la fermeture de la frontière en mars 2020. A l’heure actuelle, seuls 80 travailleurs ont un permis de travail valide car sont ils étaient restés à Melilla pendant la fermeture.

Pour les deux villes, la plupart de ces frontaliers étaient des femmes travaillant comme domestiques, tandis qu’une petite partie était inscrite dans des secteurs tels que la construction, la plomberie ou la maçonnerie.

Des papiers en règle pour reprendre son emploi
Dans le cadre de la feuille de route signée par le Maroc et l’Espagne, les deux pays ont convenu de rouvrir graduellement les frontières terrestres entre les deux territoires.

La première phase, le 17 mai, concernait seulement les personnes qui remplissaient les conditions pour se déplacer vers le reste de l’espace Schengen, les ressortissants de l’Union Européenne, les Marocains avec un visa ou un permis de séjour dans l’UE, ainsi que ceux avec un passeport valide.

Les frontaliers de leurs côtés, font partie de la deuxième phase. Ces derniers peuvent travailler des les deux villes sans possibilité d’y passer la nuit. Ils se voient octroyer un visa « à validité territoriale limitée » après avoir eu une autorisation de travail transfrontalier valide avec une inscription à la sécurité sociale.

Les porteurs ou communément appelés « femmes mulets » ne font pas partie de ces travailleurs frontaliers et ces personnes ne seront plus autorisées à exercer cette activité depuis que les deux pays ont décidé de mettre fin à la contrebande et d’imposer des douanes commerciales.

L’établissement de ces douanes commerciales entre les deux territoires, est d’ailleurs considéré comme la 3ème étape de réouverture des frontières et doit faire l’objet de plus amples discussions bilatérales.

Mais les commerçants des deux enclaves se plaignent déjà de cette mesure qu’ils estiment qu’elle ne leur rend pas service. Depuis la réouverture des frontières entre les deux territoires, ces commerçants et le patronat des deux villes font pression sur les autorités espagnoles pour qu’elles reviennent sur cet engagement.

Enfin, la question du retour des travailleurs frontaliers est également source d’inquiétude chez certaines parties, qui estiment que la fermeture des frontières a poussé de nombreuses entreprises et familles d’employeurs à recourir à des chômeurs, ce qui a eu un impact positif sur la baisse du chômage localement.

"
societe,"Abdellatif Hammouchi, accompagné de hauts responsables de la Direction Générale de la Sûreté Nationale (DGSN), a effectué une visite de terrain au stade Mohammed V de Casablanca, qui s’apprête à accueillir la finale de la coupe de la CAF dans quelques petites heures.

Le Directeur général de la Direction générale de la sûreté nationale (DGSN) et de la Direction générale de la surveillance du territoire (DGST), a inspecté le dispositif de sécurité mis en place à l’occasion de cet important évènement sportif, et passé en revue toutes les unités de sécurité et les formations de police qui assureront la sécurisation des tribunes, ainsi que du périmètre du stade.



La DGSN sous la supervision de Abdellatif Hammouchi a mobilisé toutes les ressources humaines et les équipements logistiques nécessaires afin d’assurer un environnement sûr pour que la rencontre se déroule dans les meilleures conditions.



Des instructions directes ont également été transmises au centre principal de commandement et de coordination de Casablanca afin d’assurer la fluidité du trafic dans toute la ville, que ce soit avant ou après match, et de coordonner les interventions de sécurité entre toutes les équipes et unités opérationnelles de sécurité.



Le Directeur Général de DGSN et de DGST a également inspecté le centre de commandement mobile, mis en place pour la première fois dans des opérations de sécurité sur le terrain. Il s’agit d’un véhicule de sécurité de nouvelle génération, jouissant d’une autonomie complète et de la capacité de se déplacer dans toutes les conditions spatiales.



Il est équipé avec les dernières technologies de communication audiovisuelle et des systèmes de surveillance avec des caméras, ainsi que des moyens de communication approuvés par la DGSN, de manière à pouvoir suivre et gérer les opérations de sécurité et le travail régulier sur le terrain en pleine coordination avec les intérêts centraux et régionaux de la sécurité nationale.


"
societe,"Le Maroc a enregistré 89 nouveaux cas porteurs du coronavirus ces dernières 24 heures, portant le total des cas recensés au niveau national depuis le début de l’épidémie à 1 167 983.

Actuellement, le total des cas actifs passe à 1 483, parmi eux, 13 cas sont dans un état grave. Sur les dernières 24h, le nombre de personnes totalement vaccinées (ayant reçu 2 doses) a atteint les 23 311 993 tandis que les personnes ayant reçu la 1ère dose du vaccin est estimé à 24 831 126 selon le ministère de la Santé. Et pour la 3ème dose, il s’agit de 6 418 251 nouvelles doses injectées.

Quant à la répartition géographique des nouveaux cas recensés au Maroc ces dernières 24 heures, c’est la région de Grand Casablanca-Settat qui arrive en tête des régions les plus touchées comptabilisant 36 nouvelles infections, dont 33 ont été détectés dans la ville de Casablanca, indique la plateforme de veille et de suivi de Hespress, covid.hespress.com/fr.

Deuxième région au classement, la région de Rabat-Salé-Kénitra avec 22 infections au total dont la majeure partie est localisée à Rabat avec 16 cas.

Marrakech-Safi suit avec 21 cas dont 18 dans la ville de Marrakech, suivie de l’Oriental avec 4 infections dont 3 à Oujda-Angad. Même bilan pour Souss -Massa où tous les cas positifs ont été enregistrés à Agadir-Ida -Ou-Tanane. Enfin, la région de Fès-Meknès a enregistré 2 cas positifs au coronavirus.

"
societe,"A quelques heures du coup d’envoi de la finale de la Ligue des champions de la CAF de football entre le Wydad de Casablanca et Al-Ahly d’Egypte au Complexe international Mohammed V de Casablanca, les autorités de sécurité de la ville de Casablanca ont déployé dès lundi matin, des unités rodées à la gestion de ce genre de manifestations sportives d’envergure et du matériel des plus sophistiqués à l’intérieur du Complexe et dans le voisinage. 

Aussi règne-t-il dans les rues du quartier Maarif et aux alentours une ambiance de fête de par la présence de supporters motivés et forces de l’ordre sur le qui-vive pour assurer le succès de cet évènement que d’aucuns attendent des plus sécurisés. Bref, le complexe sportif Mohammed V est fin prêt pour abriter la finale de la Ligue des champions africaine qui oppose ce lundi soir, deux ténors du football africain.



Si au niveau sportif, rien n’est encore joué pour ce qui est de l’organisation tout est au top du moins sur le plan sécuritaire. En effet, ils sont déjà quelque 6.000 éléments des forces de l’ordre qui sont mobilisés pour permettre à la fête d’être sans aucun hic.



Mais pas que, des équipements très avancés, pour assurer la sécurité de cette fête footballistique africaine ont été également déployés, a assuré le préfet de police de Casablanca, Abdellah El Ouardi. « Le directeur général de la Sûreté nationale (DGSN) a donné des consignes fermes pour assurer la parfaite organisation de cette manifestation sportive ».



Un évènement où tous les regards sportifs du monde seront braqués vers le Royaume. Abdallalh El Ouardi qui s’exprimait lors d’une tournée d’inspection du dispositif de sécurité mis en place a ajouté qu’un ensemble de moyens humains et matériels ont été mis à la disposition de la préfecture de police de Casablanca par la Direction générale de la sûreté nationale.



Il a en outre averti que les forces de l’ordre seront chargées d’identifier les fauteurs de trouble (personnes détenant de faux billets ou souhaitant accéder à l’enceinte du stade sans ticket, porteurs de fumigènes, etc.). Le préfet de police de Casablanca a indiqué qu’une fouille sera strictement effectuée aux différentes entrées du stade. Ce dispositif en hommes et matériels est dédié selon le préfet de police de Casablanca, Abdellah El Ouardi, à la réussite de cet évènement africain très distingué, auquel prendront part des personnalités du monde du football, dont le président de la FIFA, Gianni Infantino.



Pour ce qui est des moyens matériels déployés, El Ouardi a fait savoir que des véhicules spéciaux seront déployés pour la première fois au Complexe sportif Mohammed V et aux alentours, afin de réussir l’organisation de ce match. Ces véhicules a-t-il également dit, disposent de moyens techniques avancés utilisés dans le processus de pointage, de photographie à distance et de communication entre toutes les parties prenantes à l’intérieur et à l’extérieur du stade.


"
societe,"En 24H, 3.994 tests PCR ont été réalisés au Maroc pour un total national de 11.647.316 tests réalisés depuis le début de la pandémie. Ainsi, les cas actifs sous traitement au niveau national ont augmenté à 1.483 cas (0.13 %).

Dans son bilan épidémiologique de ce lundi 30 mai, le ministère de la Santé fait état d’un nouveau cas sévère admis en réanimation en 24H, portant le total national à 13 cas critiques. Le taux d’occupation des lits de réanimation dédiés au Covid-19, lui, s’établit à 0.2 %. Aucun cas sous intubation n’a été recensé ce lundi tandis que le total des cas sous respiration artificielle s’établit à 6 cas.

Par ailleurs, le Maroc n’a enregistré aucun décès dû au Covid-19 ces dernières 24h. Le total national des décès depuis le début de la pandémie reste donc stable à 16.076, de même que le taux de létalité qui est toujours à 1,38 %.

Le Maroc a de même recensé 117 guérisons portant le total national depuis le début de la pandémie à 1.150.424 rémissions. Le taux de guérison lui, s’établit ce lundi à 98.5 %.

En outre, et comme l’indique la plateforme de veille et de suivi de Hespress, covid.hespress.com/fr, le Royaume a enregistré durant ces dernières 24 heures, 89 nouveaux cas confirmés Covid-19, portant le total national des contaminations avérées à 1.167.983.

S’agissant de la vaccination, le nombre de bénéficiaires de la première dose du vaccin depuis le début de la campagne nationale a atteint 24.831.126, 23.311.993 ont reçu la D2 tandis que 6.418.251 ont reçu la D3, fait savoir le département de Khalid Ait Taleb.

Le ministère de la Santé invite ainsi les citoyens à respecter les règles d’hygiène et de sécurité sanitaire ainsi que les mesures préventives prises par les autorités marocaines en faisant preuve de responsabilité et de patriotisme.

"
societe,"Le Maroc a enregistré durant les 24 heures allant de dimanche 16H à lundi 16H, 89 nouveaux cas confirmés de coronavirus, pour un total national depuis le début de l’épidémie de 1.167.983 contaminations avérées. Côté vaccination, 24.831.126 personnes ont été vaccinées depuis le lancement de la campagne, dont 23.311.993 ayant reçu la 2è dose, et 6.418.251 la 3è dose, a indiqué le ministère de la santé et de la Protection sociale. 

De même, aucun décès n’a été recensé, contre 117 nouvelles rémissions.

Le Maroc compte désormais 1.167.983 cas confirmés, 1.150.424 guérisons, 16.076 décès, 1.483 cas actifs, dont 13 dans un état grave (0 sous intubation et 6 sous respiration artificielle), relève en outre la plateforme de suivi et de veille de Hespress, covid.hespress.com/fr.



Le ministère de la Santé invite ainsi les citoyens à respecter les règles d’hygiène et de sécurité sanitaire ainsi que les mesures préventives prises par les autorités marocaines en faisant preuve de responsabilité et de patriotisme.

"
societe,"En marge de la 11ème édition d’Africa Postal Forum, qui s’est tenu les 27 et 28 mai 2022 à Marrakech, sous le thème « La Poste africaine face aux grandes mutations mondiales », le Groupe Barid Al-Maghrib a signé de deux mémorandums d’accords avec, d’un côté, la Poste Tunisienne et, de l’autre, la Poste de Mauritanie.

Ces accords témoignent des liens historiques, fraternels et étroits unissant le Royaume du Maroc et ces pays frères et amis de notre région. Ils font écho également aux efforts entrepris, depuis plusieurs années, pour l’essor du secteur postal africain et le raffermissement de la coopération sud-sud.

Dans le cadre de ses deux accords, Barid Al-Maghrib convient avec ses deux partenaires de conjuguer les efforts pour identifier et mettre en œuvre les meilleures solutions destinées à consolider leurs relations stratégiques dans différents axes de coopération touchant au secteur postal.

Il s’agit, entre autres, de développer de nouveaux services, de partager l’expertise et le savoir-faire, en l’occurrence, en matière des services financiers, de poste numérique, de service de distribution ainsi que de service courrier express international (EMS).



Au-delà des accords bilatéraux, Barid Al-Maghrib s’emploie à renforcer et améliorer sa coopération avec ses partenaires en prenant part activement aux différentes manifestations et chantiers initiés par les organisations dont il est membre, notamment l’UPU ainsi que l’Union Panafricaine des Postes (UPAP), la Commission Arabe Permanente des Postes (CAPP) et l’Union Postale pour la Méditerranée (PUMed).

Le Groupe sert également d’appui aux activités techniques de ces organisations au profit d’autres pays, notamment africains, où il effectue régulièrement des missions d’assistance et de formation.
"
politique,"Depuis Rotterdam où il participait au congrès du Parti populaire européen (PPE) le président du Rassemblement national des indépendants (RNI), Aziz Akhannouch, a affirmé que le Maroc « n’examinera aucune option de partenariat n’incluant pas ses provinces du sud ». 

Selon le site du RNI, Akhannouch a clairement fait savoir que « le Royaume a pris une position ferme sur la question du Sahara, et ce en œuvrant au développement de relations fondées sur l’honnêteté avec ses partenaires, et le respect de chaque partie des causes fondamentales et sacrées de l’autre ».

Le portail du Rassemblement national des indépendants rappelle à cet égard que la position exprimée par le président du parti de la Colombe s’inscrit dans le sillage du discours royal du 6 novembre 2021, om le Souverain avait indiqué « à ceux qui affichent des positions floues ou ambivalentes, Nous déclarons que le Maroc n’engagera avec eux aucune démarche d’ordre économique ou commercial qui exclurait le Sahara marocain ».

A noter que la Cour de Justice de l’Union Européenne (CJUE) a annulé le 29 septembre 2021, en première instance, des accords avec le Maroc intégrant le Sahara, et l’UE a introduit un recours contre cet arrêt.
"
politique,"Sur Hautes Instructions du Roi, Chef Suprême et Chef d’État-major général des Forces Armées Royales, le Général de Corps d’Armée, Inspecteur Général des FAR et Commandant la Zone Sud, a reçu mardi à l’État-major général des FAR à Rabat, le Général de Corps d’Armée Cheikh Wade, Chef d’État-major général des Armées sénégalaises, accompagné d’une importante délégation militaire.

Lors de cette entrevue, qui s’est déroulée en présence de responsables militaires des FAR, les deux parties ont mis en exergue les relations bilatérales d’amitié et de coopération militaire entre les deux pays. Cette coopération s’inscrit dans le cadre des relations exceptionnelles et des liens historiques qui unissent les deux pays et qui n’a cessé de se consolider et de se diversifier pour couvrir les domaines de la formation, des entraînements et de l’échange de visites, indique un communiqué de l’État-major général des Forces Armées Royales.

En effet, la formation des officiers et sous-officiers de l’Armée sénégalaise dans les Écoles et Centres des Forces Armées Royales a toujours constitué le socle de la coopération maroco-sénégalaise. A ce jour, plus de 2.000 militaires sénégalais ont été formés dans les établissements de formation des FAR, souligne la même source.

Par ailleurs, les deux responsables ont exprimé leur volonté commune d’affermir la coopération militaire afin de défendre les intérêts des deux pays et faire face aux défis communs. A cet effet, les participations successives des deux forces aux exercices « African Lion » et « Flintlock » ainsi que les entraînements conduits dans le cadre de la coopération tripartite Maroco-Franco-Sénégalaise, renforcent significativement la capacité des deux armées à opérer ensemble.

Pour sa part, le Général de Corps d’Armée Cheikh Wade a salué la volonté des FAR d’œuvrer pour dynamiser davantage la coopération militaire bilatérale avec les Forces Armées Sénégalaise, et l’étendre à d’autres domaines porteurs de plus-values réciproques, traduisant ainsi l’intérêt particulier qu’accorde Sa Majesté le Roi, Chef Suprême et Chef d’État-major général des Forces Armées Royales, à la coopération entre les deux pays, conclut le communiqué.
"
